,2014,1991,2016,2018,2013,2012
2018-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 09:00:00,0.078984,0.192539,0.033557,0.137311,0.151092,0.117923
2018-01-03 10:00:00,0.155689,0.341557,0.093327,0.331268,0.309773,0.260217
2018-01-03 11:00:00,0.204568,0.43224,0.16716,0.572055,0.446385,0.426083
2018-01-03 12:00:00,0.202469,0.43094,0.216136,0.729536,0.556289,0.489455
2018-01-03 13:00:00,0.175876,0.367371,0.243349,0.784192,0.575796,0.488087
2018-01-03 14:00:00,0.141704,0.316693,0.218667,0.743793,0.526476,0.404108
2018-01-03 15:00:00,0.109191,0.29163,0.187386,0.631511,0.431801,0.308992
2018-01-03 16:00:00,0.066963,0.230801,0.119469,0.437184,0.281124,0.188682
2018-01-03 17:00:00,0.02569,0.173805,0.064433,0.269242,0.172716,0.09309
2018-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 09:00:00,0.218441,0.086525,0.219338,0.146023,0.108433,0.140793
2018-01-04 10:00:00,0.395464,0.17016,0.385708,0.225025,0.252953,0.253262
2018-01-04 11:00:00,0.547155,0.230375,0.533602,0.251178,0.436975,0.312706
2018-01-04 12:00:00,0.630834,0.288673,0.627361,0.247364,0.570543,0.327103
2018-01-04 13:00:00,0.616984,0.314276,0.646581,0.25823,0.654672,0.318081
2018-01-04 14:00:00,0.539937,0.299646,0.60944,0.237222,0.662748,0.346744
2018-01-04 15:00:00,0.411711,0.213463,0.500599,0.194215,0.599189,0.309167
2018-01-04 16:00:00,0.259704,0.11047,0.330506,0.100711,0.434379,0.21907
2018-01-04 17:00:00,0.15422,0.033475,0.180057,0.040596,0.274731,0.096521
2018-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 09:00:00,0.154128,0.080058,0.015647,0.007689,0.086609,0.167128
2018-01-05 10:00:00,0.312865,0.170719,0.058658,0.035405,0.201952,0.265605
2018-01-05 11:00:00,0.426212,0.240279,0.100849,0.069413,0.280953,0.36009
2018-01-05 12:00:00,0.41212,0.293909,0.130628,0.098282,0.273778,0.420093
2018-01-05 13:00:00,0.311541,0.310378,0.119282,0.108936,0.248624,0.451411
2018-01-05 14:00:00,0.228165,0.344248,0.083424,0.113879,0.22483,0.438173
2018-01-05 15:00:00,0.184719,0.31385,0.041574,0.112524,0.194043,0.341808
2018-01-05 16:00:00,0.132637,0.241497,0.012537,0.08574,0.11824,0.225075
2018-01-05 17:00:00,0.075229,0.139414,0.0,0.041285,0.039622,0.09719
2018-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 09:00:00,0.237631,0.261186,0.016011,0.333241,0.161267,0.075131
2018-01-06 10:00:00,0.396335,0.400429,0.046889,0.540854,0.304698,0.150797
2018-01-06 11:00:00,0.515375,0.556521,0.072726,0.716425,0.373094,0.271904
2018-01-06 12:00:00,0.590596,0.631492,0.08771,0.802999,0.404255,0.395343
2018-01-06 13:00:00,0.55351,0.703362,0.089345,0.820782,0.401706,0.4154
2018-01-06 14:00:00,0.468667,0.699096,0.078735,0.774059,0.408721,0.339437
2018-01-06 15:00:00,0.297724,0.638698,0.059592,0.661103,0.378398,0.244318
2018-01-06 16:00:00,0.173765,0.479348,0.032893,0.470618,0.275224,0.171366
2018-01-06 17:00:00,0.071203,0.315367,0.008809,0.279516,0.163309,0.095742
2018-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 09:00:00,0.180072,0.149227,0.134631,0.095666,0.166358,0.235693
2018-01-07 10:00:00,0.327122,0.26384,0.180947,0.160617,0.29716,0.420381
2018-01-07 11:00:00,0.505037,0.406439,0.274303,0.183772,0.299217,0.555192
2018-01-07 12:00:00,0.589808,0.510301,0.323428,0.163897,0.237581,0.60092
2018-01-07 13:00:00,0.559374,0.558398,0.337193,0.131132,0.208736,0.57841
2018-01-07 14:00:00,0.456726,0.509609,0.257062,0.108589,0.245541,0.540073
2018-01-07 15:00:00,0.354306,0.39484,0.16648,0.077532,0.267167,0.450167
2018-01-07 16:00:00,0.243908,0.244921,0.096312,0.044956,0.186742,0.321299
2018-01-07 17:00:00,0.127021,0.130217,0.041369,0.008395,0.062625,0.171899
2018-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 09:00:00,0.013676,0.106456,0.003804,0.009707,0.041445,0.115363
2018-01-08 10:00:00,0.032846,0.203184,0.038738,0.031466,0.123104,0.240698
2018-01-08 11:00:00,0.045803,0.224787,0.053641,0.054523,0.228831,0.316522
2018-01-08 12:00:00,0.052217,0.229271,0.069222,0.06559,0.30132,0.361847
2018-01-08 13:00:00,0.050643,0.196757,0.072218,0.066164,0.325274,0.398869
2018-01-08 14:00:00,0.037521,0.183326,0.081403,0.049987,0.311604,0.420234
2018-01-08 15:00:00,0.017806,0.142517,0.082765,0.032149,0.306775,0.423642
2018-01-08 16:00:00,0.001524,0.089794,0.05787,0.011375,0.229523,0.283557
2018-01-08 17:00:00,0.0,0.030807,0.028035,0.0,0.130543,0.148475
2018-01-08 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 09:00:00,0.155797,0.223328,0.089952,0.05059,0.188919,0.111895
2018-01-09 10:00:00,0.330242,0.404008,0.166905,0.117967,0.320625,0.231202
2018-01-09 11:00:00,0.488513,0.554032,0.237038,0.179216,0.479444,0.333527
2018-01-09 12:00:00,0.546611,0.653094,0.299028,0.223957,0.593777,0.413225
2018-01-09 13:00:00,0.560375,0.685576,0.339987,0.219876,0.655082,0.452349
2018-01-09 14:00:00,0.564495,0.685283,0.348176,0.200419,0.615637,0.466536
2018-01-09 15:00:00,0.554941,0.601246,0.289434,0.149904,0.494306,0.409103
2018-01-09 16:00:00,0.440609,0.449485,0.19818,0.104889,0.305891,0.292059
2018-01-09 17:00:00,0.272959,0.280743,0.102542,0.050791,0.14935,0.171857
2018-01-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 09:00:00,0.285487,0.124587,0.078041,0.054044,0.034031,0.052766
2018-01-10 10:00:00,0.504863,0.226135,0.178471,0.106356,0.026845,0.122078
2018-01-10 11:00:00,0.600879,0.289156,0.278881,0.148697,0.0,0.193937
2018-01-10 12:00:00,0.567979,0.299988,0.402294,0.199329,0.0,0.240563
2018-01-10 13:00:00,0.452973,0.292047,0.445487,0.244839,0.0,0.240397
2018-01-10 14:00:00,0.419416,0.285002,0.420289,0.237785,0.096205,0.197082
2018-01-10 15:00:00,0.382074,0.25585,0.325126,0.206798,0.209067,0.131362
2018-01-10 16:00:00,0.309844,0.181963,0.209054,0.130138,0.386785,0.070113
2018-01-10 17:00:00,0.168648,0.084709,0.110878,0.075051,0.292886,0.022787
2018-01-10 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 09:00:00,0.114944,0.022684,0.039543,0.072631,0.371357,0.141077
2018-01-11 10:00:00,0.264417,0.047823,0.105258,0.137937,0.568947,0.243839
2018-01-11 11:00:00,0.408149,0.063407,0.162334,0.200309,0.726723,0.31953
2018-01-11 12:00:00,0.510346,0.080008,0.194862,0.233801,0.805968,0.382519
2018-01-11 13:00:00,0.558106,0.090675,0.188833,0.276037,0.827092,0.402427
2018-01-11 14:00:00,0.537996,0.088486,0.171309,0.310787,0.77626,0.371353
2018-01-11 15:00:00,0.442877,0.06968,0.124715,0.322062,0.664052,0.294578
2018-01-11 16:00:00,0.258704,0.043488,0.072017,0.260336,0.460323,0.1875
2018-01-11 17:00:00,0.110017,0.017743,0.017402,0.146236,0.266933,0.108645
2018-01-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 09:00:00,0.057185,0.09158,0.076918,0.335823,0.0,0.187979
2018-01-12 10:00:00,0.123008,0.131304,0.112778,0.47585,0.0,0.30404
2018-01-12 11:00:00,0.215901,0.204264,0.143763,0.528564,0.0,0.467403
2018-01-12 12:00:00,0.261747,0.302394,0.180162,0.44537,0.0,0.544934
2018-01-12 13:00:00,0.257748,0.401255,0.214792,0.366194,0.0,0.592041
2018-01-12 14:00:00,0.203565,0.420565,0.19988,0.332916,0.0,0.567097
2018-01-12 15:00:00,0.168586,0.363468,0.135018,0.319239,0.0,0.522883
2018-01-12 16:00:00,0.123391,0.258208,0.079855,0.256845,0.0,0.409373
2018-01-12 17:00:00,0.065464,0.147387,0.035112,0.138523,0.0,0.265456
2018-01-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 09:00:00,0.140045,0.102703,0.046923,0.076709,0.001552,0.092169
2018-01-13 10:00:00,0.29418,0.258872,0.113955,0.172771,0.023032,0.184288
2018-01-13 11:00:00,0.460518,0.412764,0.160617,0.251112,0.049882,0.241032
2018-01-13 12:00:00,0.562482,0.530272,0.197419,0.290441,0.054292,0.260648
2018-01-13 13:00:00,0.606032,0.472133,0.23861,0.281046,0.047236,0.262651
2018-01-13 14:00:00,0.609649,0.380055,0.269396,0.281177,0.031077,0.258347
2018-01-13 15:00:00,0.541539,0.300333,0.275359,0.238067,0.016798,0.237159
2018-01-13 16:00:00,0.393519,0.233277,0.187107,0.178517,0.004127,0.163873
2018-01-13 17:00:00,0.210149,0.167879,0.100795,0.078164,0.0,0.081561
2018-01-13 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 09:00:00,0.096503,0.307654,0.108349,0.088051,0.095896,0.113
2018-01-14 10:00:00,0.178853,0.43494,0.19361,0.18484,0.215907,0.20132
2018-01-14 11:00:00,0.218779,0.536585,0.285336,0.281423,0.342988,0.277654
2018-01-14 12:00:00,0.209759,0.591897,0.340262,0.3376,0.437758,0.276022
2018-01-14 13:00:00,0.23393,0.599082,0.348938,0.401163,0.490312,0.285718
2018-01-14 14:00:00,0.24864,0.583723,0.303946,0.401669,0.528431,0.289146
2018-01-14 15:00:00,0.243657,0.477776,0.233851,0.380027,0.506655,0.292183
2018-01-14 16:00:00,0.151279,0.338289,0.158158,0.256809,0.410337,0.221351
2018-01-14 17:00:00,0.060637,0.165876,0.088005,0.154679,0.260011,0.109844
2018-01-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15 09:00:00,0.242999,0.316206,0.160478,0.188905,0.261004,0.023888
2018-01-15 10:00:00,0.337807,0.498489,0.286555,0.28072,0.419821,0.055303
2018-01-15 11:00:00,0.497655,0.664208,0.385048,0.329996,0.567845,0.084507
2018-01-15 12:00:00,0.502163,0.749509,0.423619,0.315982,0.669553,0.10207
2018-01-15 13:00:00,0.507374,0.780135,0.40352,0.300169,0.695494,0.108031
2018-01-15 14:00:00,0.433174,0.731775,0.366162,0.270493,0.657529,0.09598
2018-01-15 15:00:00,0.383837,0.631338,0.293949,0.226039,0.341628,0.074168
2018-01-15 16:00:00,0.294403,0.455221,0.200671,0.154577,0.181922,0.043445
2018-01-15 17:00:00,0.160789,0.27945,0.09426,0.072848,0.029988,0.013403
2018-01-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
